PassengerId,Survived,Class,Name,Sex,Age,#Familiares,#Acompañantes,Ticket,PrecioTicket,NumCabin,Embarked,Country
1138,S,2 Second,"Karnes, Mrs. J Frank (Claire Bennett)",female,22,0,0,F.C.C. 13534,21,,Southampton,United Kingdom
1139,N,2 Second,"Drew, Mr. James Vivian",male,42,1,1,28220,32.5,,Southampton,United States
1140,S,2 Second,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,29,1,0,26707,26,,Southampton,France
1141,S,3 Third,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",female,,1,0,2660,14.4542,,Cherbourg,United Kingdom
1142,S,2 Second,"West, Miss. Barbara J",female,0.92,1,2,C.A. 34651,16.7,,Southampton,France
1143,N,3 Third,"Abrahamsson, Mr. Abraham August Johannes",male,20,0,0,SOTON/O2 3101284,7.925,,Southampton,United Kingdom
1144,N,1 First,"Clark, Mr. Walter Miller",male,27,1,0,13508,236.7792,C89,Cherbourg,Spain
1145,N,3 Third,"Salander, Mr. Karl Johan",male,24,0,0,7266,9.325,,Southampton,United Kingdom
1146,N,3 Third,"Wenzel, Mr. Linhart",male,32.5,0,0,345775,9.5,,Southampton,United Kingdom
1147,N,3 Third,"MacKay, Mr. George William",male,,0,0,C.A. 42795,7.55,,Southampton,Scotland
1148,N,3 Third,"Mahon, Mr. John",male,,0,0,AQ/4 3130,7.75,,Queenstown,Canada
1149,N,3 Third,"Niklasson, Mr. Samuel",male,28,0,0,363611,8.05,,Southampton,Scotland
1150,S,2 Second,"Bentham, Miss. Lilian W",female,19,0,0,28404,13,,Southampton,Ireland
1151,N,3 Third,"Midtsjo, Mr. Karl Albert",male,21,0,0,345501,7.775,,Southampton,United States
1152,N,3 Third,"de Messemaeker, Mr. Guillaume Joseph",male,36.5,1,0,345572,17.4,,Southampton,United States
1153,N,3 Third,"Nilsson, Mr. August Ferdinand",male,21,0,0,350410,7.8542,,Southampton,Scotland
1154,S,2 Second,"Wells, Mrs. Arthur Henry (Addie"" Dart Trevaskis)""",female,29,0,2,29103,23,,Southampton,Ireland
1155,S,3 Third,"Klasen, Miss. Gertrud Emilia",female,1,1,1,350405,12.1833,,Southampton,United Kingdom
1156,N,2 Second,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30,0,0,C.A. 34644,12.7375,,Cherbourg,United States
1157,N,3 Third,"Lyntakoff, Mr. Stanko",male,,0,0,349235,7.8958,,Southampton,Spain
1158,N,1 First,"Chisholm, Mr. Roderick Robert Crispin",male,,0,0,112051,100,,Southampton,United Kingdom
1159,N,3 Third,"Warren, Mr. Charles William",male,,0,0,C.A. 49867,7.55,,Southampton,France
1160,S,3 Third,"Howard, Miss. May Elizabeth",female,,0,0,A. 2. 39186,8.05,,Southampton,United Kingdom
1161,N,3 Third,"Pokrnic, Mr. Mate",male,17,0,0,315095,8.6625,,Southampton,United Kingdom
1162,N,1 First,"McCaffry, Mr. Thomas Francis",male,46,0,0,13050,175.2417,C6,Cherbourg,France
1163,N,3 Third,"Fox, Mr. Patrick",male,,0,0,368573,7.75,,Queenstown,Ireland
1164,S,1 First,"Clark, Mrs. Walter Miller (Virginia McDowell)",female,26,1,0,13508,236.7792,C89,Cherbourg,United States
1165,S,3 Third,"Lennon, Miss. Mary",female,,1,0,370371,15.5,,Queenstown,France
1166,N,3 Third,"Saade, Mr. Jean Nassr",male,,0,0,2676,7.225,,Cherbourg,United Kingdom
1167,S,2 Second,"Bryhl, Miss. Dagmar Jenny Ingeborg ",female,20,1,0,236853,26,,Southampton,United States
1168,N,2 Second,"Parker, Mr. Clifford Richard",male,28,0,0,SC 14888,10.5,,Southampton,France
1169,N,2 Second,"Faunthorpe, Mr. Harry",male,40,1,0,2926,26,,Southampton,Spain
1170,N,2 Second,"Ware, Mr. John James",male,30,1,0,CA 31352,21,,Southampton,Scotland
1171,N,2 Second,"Oxenham, Mr. Percy Thomas",male,22,0,0,W./C. 14260,10.5,,Southampton,Canada
1172,S,3 Third,"Oreskovic, Miss. Jelka",female,23,0,0,315085,8.6625,,Southampton,Spain
1173,N,3 Third,"Peacock, Master. Alfred Edward",male,0.75,1,1,SOTON/O.Q. 3101315,13.775,,Southampton,France
1174,S,3 Third,"Fleming, Miss. Honora",female,,0,0,364859,7.75,,Queenstown,Spain
1175,S,3 Third,"Touma, Miss. Maria Youssef",female,9,1,1,2650,15.2458,,Cherbourg,United Kingdom
1176,S,3 Third,"Rosblom, Miss. Salli Helena",female,2,1,1,370129,20.2125,,Southampton,Spain
1177,N,3 Third,"Dennis, Mr. William",male,36,0,0,A/5 21175,7.25,,Southampton,Spain
1178,N,3 Third,"Franklin, Mr. Charles (Charles Fardon)",male,,0,0,SOTON/O.Q. 3101314,7.25,,Southampton,France
1179,N,1 First,"Snyder, Mr. John Pillsbury",male,24,1,0,21228,182.2667,B45,Southampton,Spain
1180,N,3 Third,"Mardirosian, Mr. Sarkis",male,,0,0,2655,7.2292,F E46,Cherbourg,France
1181,N,3 Third,"Ford, Mr. Arthur",male,,0,0,A/5 1478,8.05,,Southampton,United States
1182,N,1 First,"Rheims, Mr. George Alexander Lucien",male,,0,0,PC 17607,139.6,,Southampton,Ireland
1183,S,3 Third,"Daly, Miss. Margaret Marcella Maggie""""",female,30,0,0,382650,6.95,,Queenstown,Canada
1184,N,3 Third,"Nasr, Mr. Mustafa",male,,0,0,2652,7.2292,,Cherbourg,United Kingdom
1185,N,1 First,"Dodge, Dr. Washington",male,53,1,1,33638,181.8583,A34,Southampton,France
1186,N,3 Third,"Wittevrongel, Mr. Camille",male,36,0,0,345771,9.5,,Southampton,Canada
1187,N,3 Third,"Angheloff, Mr. Minko",male,26,0,0,349202,7.8958,,Southampton,Spain
1188,S,2 Second,"Laroche, Miss. Louise",female,1,1,2,SC/Paris 2123,13.775,,Cherbourg,United Kingdom
1189,N,3 Third,"Samaan, Mr. Hanna",male,,2,0,2662,21.6792,,Cherbourg,Spain
1190,N,1 First,"Loring, Mr. Joseph Holland",male,30,0,0,113801,145.5,,Southampton,United Kingdom
1191,N,3 Third,"Johansson, Mr. Nils",male,29,0,0,347467,7.8542,,Southampton,United Kingdom
1192,N,3 Third,"Olsson, Mr. Oscar Wilhelm",male,32,0,0,347079,7.775,,Southampton,Canada
1193,N,2 Second,"Malachard, Mr. Noel",male,,0,0,237735,15.0458,D,Cherbourg,France
1194,N,2 Second,"Phillips, Mr. Escott Robert",male,43,0,1,S.O./P.P. 2,21,,Southampton,Scotland
1195,N,3 Third,"Pokrnic, Mr. Tome",male,24,0,0,315092,8.6625,,Southampton,United Kingdom
1196,S,3 Third,"McCarthy, Miss. Catherine Katie""""",female,,0,0,383123,7.75,,Queenstown,United Kingdom
1197,S,1 First,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",female,64,1,1,112901,126.55,B26,Southampton,United Kingdom
1198,N,1 First,"Allison, Mr. Hudson Joshua Creighton",male,30,1,2,113781,251.55,C22 C26,Southampton,Norway
1199,N,3 Third,"Aks, Master. Philip Frank",male,0.83,0,1,392091,9.35,,Southampton,United Kingdom
1200,N,1 First,"Hays, Mr. Charles Melville",male,55,1,1,12749,193.5,B69,Southampton,United States
1201,S,3 Third,"Hansen, Mrs. Claus Peter (Jennie L Howard)",female,45,1,0,350026,14.1083,,Southampton,France
1202,N,3 Third,"Cacic, Mr. Jego Grga",male,18,0,0,315091,8.6625,,Southampton,Scotland
1203,N,3 Third,"Vartanian, Mr. David",male,22,0,0,2658,7.225,,Cherbourg,Scotland
1204,N,3 Third,"Sadowitz, Mr. Harry",male,,0,0,LP 1588,7.575,,Southampton,Scotland
1205,S,3 Third,"Carr, Miss. Jeannie",female,37,0,0,368364,7.75,,Queenstown,Norway
1206,S,1 First,"White, Mrs. John Stuart (Ella Holmes)",female,55,0,0,PC 17760,235.6333,C32,Cherbourg,United Kingdom
1207,S,3 Third,"Hagardon, Miss. Kate",female,17,0,0,AQ/3. 30631,7.7333,,Queenstown,France
1208,N,1 First,"Spencer, Mr. William Augustus",male,57,1,0,PC 17569,246.5208,B78,Cherbourg,Canada
1209,N,2 Second,"Rogers, Mr. Reginald Harry",male,19,0,0,28004,10.5,,Southampton,Ireland
1210,N,3 Third,"Jonsson, Mr. Nils Hilding",male,27,0,0,350408,7.8542,,Southampton,United Kingdom
1211,N,2 Second,"Jefferys, Mr. Ernest Wilfred",male,22,2,0,C.A. 31029,31.5,,Southampton,Spain
1212,N,3 Third,"Andersson, Mr. Johan Samuel",male,26,0,0,347075,7.775,,Southampton,United Kingdom
1213,N,3 Third,"Krekorian, Mr. Neshan",male,25,0,0,2654,7.2292,F E57,Cherbourg,United States
1214,N,2 Second,"Nesson, Mr. Israel",male,26,0,0,244368,13,F2,Southampton,Ireland
1215,N,1 First,"Rowe, Mr. Alfred G",male,33,0,0,113790,126.55,,Southampton,Canada
1216,S,1 First,"Kreuchen, Miss. Emilie",female,39,0,0,24160,311.3375,,Southampton,Scotland
1217,N,3 Third,"Assam, Mr. Ali",male,23,0,0,SOTON/O.Q. 3101309,7.05,,Southampton,United States
1218,S,2 Second,"Becker, Miss. Ruth Elizabeth",female,12,2,1,230136,39,F4,Southampton,France
1219,N,1 First,"Rosenshine, Mr. George (Mr George Thorne"")""",male,46,0,0,PC 17585,179.2,,Cherbourg,Ireland
1220,N,2 Second,"Clarke, Mr. Charles Valentine",male,29,1,0,2003,26,,Southampton,United Kingdom
1221,N,2 Second,"Enander, Mr. Ingvar",male,21,0,0,236854,13,,Southampton,United States
1222,S,2 Second,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female,48,0,2,C.A. 33112,36.75,,Southampton,United Kingdom
1223,N,1 First,"Dulles, Mr. William Crothers",male,39,0,0,PC 17580,129.7,A18,Cherbourg,Canada
1224,N,3 Third,"Thomas, Mr. Tannous",male,,0,0,2684,7.225,,Cherbourg,Spain
1225,S,3 Third,"Nakid, Mrs. Said (Waika Mary"" Mowad)""",female,19,1,1,2653,15.7417,,Cherbourg,Norway
1226,N,3 Third,"Cor, Mr. Ivan",male,27,0,0,349229,7.8958,,Southampton,United States
1227,N,1 First,"Maguire, Mr. John Edward",male,30,0,0,110469,126,C106,Southampton,United Kingdom
1228,N,2 Second,"de Brito, Mr. Jose Joaquim",male,32,0,0,244360,13,,Southampton,United States
1229,N,3 Third,"Elias, Mr. Joseph",male,39,0,2,2675,7.2292,,Cherbourg,France
1230,N,2 Second,"Denbury, Mr. Herbert",male,25,0,0,C.A. 31029,31.5,,Southampton,Spain
1231,N,3 Third,"Betros, Master. Seman",male,,0,0,2622,7.2292,,Cherbourg,Norway
1232,N,2 Second,"Fillbrook, Mr. Joseph Charles",male,18,0,0,C.A. 15185,10.5,,Southampton,Ireland
1233,N,3 Third,"Lundstrom, Mr. Thure Edvin",male,32,0,0,350403,7.5792,,Southampton,Scotland
1234,N,3 Third,"Sage, Mr. John George",male,,1,9,CA. 2343,69.55,,Southampton,Canada
1235,S,1 First,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",female,58,0,1,PC 17755,612.3292,B51 B53 B55,Cherbourg,Ireland
1236,N,3 Third,"van Billiard, Master. James William",male,,1,1,A/5. 851,14.5,,Southampton,Norway
1237,S,3 Third,"Abelseth, Miss. Karen Marie",female,16,0,0,348125,7.65,,Southampton,United States
1238,N,2 Second,"Botsford, Mr. William Hull",male,26,0,0,237670,13,,Southampton,Canada
1239,S,3 Third,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female,38,0,0,2688,7.2292,,Cherbourg,United Kingdom
1240,N,2 Second,"Giles, Mr. Ralph",male,24,0,0,248726,13.5,,Southampton,Scotland
1241,S,2 Second,"Walcroft, Miss. Nellie",female,31,0,0,F.C.C. 13528,21,,Southampton,France
1242,S,1 First,"Greenfield, Mrs. Leo David (Blanche Strouse)",female,45,0,1,PC 17759,163.3583,D10 D12,Cherbourg,Norway
1243,N,2 Second,"Stokes, Mr. Philip Joseph",male,25,0,0,F.C.C. 13540,10.5,,Southampton,France
1244,N,2 Second,"Dibden, Mr. William",male,18,0,0,S.O.C. 14879,73.5,,Southampton,Spain
1245,N,2 Second,"Herman, Mr. Samuel",male,49,1,2,220845,65,,Southampton,Scotland
1246,S,3 Third,"Dean, Miss. Elizabeth Gladys Millvina""""",female,0.17,1,2,C.A. 2315,9.35,,Southampton,Spain
1247,N,1 First,"Julian, Mr. Henry Forbes",male,50,0,0,113044,126,E60,Southampton,Scotland
1248,S,1 First,"Brown, Mrs. John Murray (Caroline Lane Lamson)",female,59,2,0,11769,151.4792,C101,Southampton,United States
1249,N,3 Third,"Lockyer, Mr. Edward",male,,0,0,1222,7.8792,,Southampton,Norway
1250,N,3 Third,"O'Keefe, Mr. Patrick",male,,0,0,368402,7.75,,Queenstown,Canada
1251,S,3 Third,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female,30,1,0,349910,15.55,,Southampton,France
1252,N,3 Third,"Sage, Master. William Henry",male,14.5,8,2,CA. 2343,69.55,,Southampton,Norway
1253,S,2 Second,"Mallet, Mrs. Albert (Antoinette Magnin)",female,24,1,1,S.C./PARIS 2079,37.0042,,Cherbourg,France
1254,S,2 Second,"Ware, Mrs. John James (Florence Louise Long)",female,31,0,0,CA 31352,21,,Southampton,Ireland
1255,N,3 Third,"Strilic, Mr. Ivan",male,27,0,0,315083,8.6625,,Southampton,Scotland
1256,S,1 First,"Harder, Mrs. George Achilles (Dorothy Annan)",female,25,1,0,11765,155.4417,E50,Cherbourg,Spain
1257,S,3 Third,"Sage, Mrs. John (Annie Bullen)",female,,1,9,CA. 2343,69.55,,Southampton,Norway
1258,N,3 Third,"Caram, Mr. Joseph",male,,1,0,2689,14.4583,,Cherbourg,France
1259,S,3 Third,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",female,22,0,0,3101295,39.6875,,Southampton,Spain
1260,S,1 First,"Gibson, Mrs. Leonard (Pauline C Boeson)",female,45,0,1,112378,159.4,,Cherbourg,Spain
1261,N,2 Second,"Pallas y Castello, Mr. Emilio",male,29,0,0,SC/PARIS 2147,13.8583,,Cherbourg,Ireland
1262,N,2 Second,"Giles, Mr. Edgar",male,21,1,0,28133,11.5,,Southampton,France
1263,S,1 First,"Wilson, Miss. Helen Alice",female,31,0,0,16966,234.5,E39 E41,Cherbourg,Canada
1264,N,1 First,"Ismay, Mr. Joseph Bruce",male,49,0,0,112058,100,B52 B54 B56,Southampton,Spain
1265,N,2 Second,"Harbeck, Mr. William H",male,44,0,0,248746,13,,Southampton,France
1266,S,1 First,"Dodge, Mrs. Washington (Ruth Vidaver)",female,54,1,1,33638,181.8583,A34,Southampton,Scotland
1267,S,1 First,"Bowen, Miss. Grace Scott",female,45,0,0,PC 17608,362.375,,Cherbourg,France
1268,S,3 Third,"Kink, Miss. Maria",female,22,2,0,315152,8.6625,,Southampton,Norway
1269,N,2 Second,"Cotterill, Mr. Henry Harry""""",male,21,0,0,29107,11.5,,Southampton,Scotland
1270,N,1 First,"Hipkins, Mr. William Edward",male,55,0,0,680,150,C39,Southampton,Norway
1271,N,3 Third,"Asplund, Master. Carl Edgar",male,5,4,2,347077,31.3875,,Southampton,Norway
1272,N,3 Third,"O'Connor, Mr. Patrick",male,,0,0,366713,7.75,,Queenstown,Scotland
1273,N,3 Third,"Foley, Mr. Joseph",male,26,0,0,330910,7.8792,,Queenstown,Spain
1274,S,3 Third,"Risien, Mrs. Samuel (Emma)",female,,0,0,364498,14.5,,Southampton,Scotland
1275,S,3 Third,"McNamee, Mrs. Neal (Eileen O'Leary)",female,19,1,0,376566,16.1,,Southampton,Scotland
1276,N,2 Second,"Wheeler, Mr. Edwin Frederick""""",male,,0,0,SC/PARIS 2159,12.875,,Southampton,Spain
1277,S,2 Second,"Herman, Miss. Kate",female,24,1,2,220845,65,,Southampton,Scotland
1278,N,3 Third,"Aronsson, Mr. Ernst Axel Algot",male,24,0,0,349911,7.775,,Southampton,Canada
1279,N,2 Second,"Ashby, Mr. John",male,57,0,0,244346,13,,Southampton,France
1280,N,3 Third,"Canavan, Mr. Patrick",male,21,0,0,364858,7.75,,Queenstown,France
1281,N,3 Third,"Palsson, Master. Paul Folke",male,6,3,1,349909,21.075,,Southampton,United Kingdom
1282,N,1 First,"Payne, Mr. Vivian Ponsonby",male,23,0,0,12749,193.5,B24,Southampton,Norway
1283,S,1 First,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",female,51,0,1,PC 17592,139.4,D28,Southampton,United States
1284,N,3 Third,"Abbott, Master. Eugene Joseph",male,13,0,2,C.A. 2673,20.25,,Southampton,United States
1285,N,2 Second,"Gilbert, Mr. William",male,47,0,0,C.A. 30769,10.5,,Southampton,United States
1286,N,3 Third,"Kink-Heilmann, Mr. Anton",male,29,3,1,315153,22.025,,Southampton,Scotland
1287,S,1 First,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",female,18,1,0,13695,160,C31,Southampton,Spain
1288,N,3 Third,"Colbert, Mr. Patrick",male,24,0,0,371109,7.25,,Queenstown,Scotland
1289,S,1 First,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",female,48,1,1,13567,179.2,B41,Cherbourg,France
1290,N,3 Third,"Larsson-Rondberg, Mr. Edvard A",male,22,0,0,347065,7.775,,Southampton,Spain
1291,N,3 Third,"Conlon, Mr. Thomas Henry",male,31,0,0,21332,7.7333,,Queenstown,United Kingdom
1292,S,1 First,"Bonnell, Miss. Caroline",female,30,0,0,36928,264.8667,C7,Southampton,Scotland
1293,N,2 Second,"Gale, Mr. Harry",male,38,1,0,28664,21,,Southampton,Ireland
1294,S,1 First,"Gibson, Miss. Dorothy Winifred",female,22,0,1,112378,159.4,,Cherbourg,France
1295,N,1 First,"Carrau, Mr. Jose Pedro",male,17,0,0,113059,147.1,,Southampton,Spain
1296,N,1 First,"Frauenthal, Mr. Isaac Gerald",male,43,1,0,17765,127.7208,D40,Cherbourg,Scotland
1297,N,2 Second,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",male,20,0,0,SC/PARIS 2166,13.8625,D38,Cherbourg,United States
1298,N,2 Second,"Ware, Mr. William Jeffery",male,23,1,0,28666,10.5,,Southampton,United Kingdom
1299,N,1 First,"Widener, Mr. George Dunton",male,50,1,1,113503,311.5,C80,Cherbourg,Canada
1300,S,3 Third,"Riordan, Miss. Johanna Hannah""""",female,,0,0,334915,7.7208,,Queenstown,Ireland
1301,S,3 Third,"Peacock, Miss. Treasteall",female,3,1,1,SOTON/O.Q. 3101315,13.775,,Southampton,Scotland
1302,S,3 Third,"Naughton, Miss. Hannah",female,,0,0,365237,7.75,,Queenstown,Ireland
1303,S,1 First,"Minahan, Mrs. William Edward (Lillian E Thorpe)",female,37,1,0,19928,190,C78,Queenstown,Ireland
1304,S,3 Third,"Henriksson, Miss. Jenny Lovisa",female,28,0,0,347086,7.775,,Southampton,United Kingdom
1305,N,3 Third,"Spector, Mr. Woolf",male,,0,0,A.5. 3236,8.05,,Southampton,Scotland
1306,S,1 First,"Oliva y Ocana, Dona. Fermina",female,39,0,0,PC 17758,208.9,C105,Cherbourg,United Kingdom
1307,N,3 Third,"Saether, Mr. Simon Sivertsen",male,38.5,0,0,SOTON/O.Q. 3101262,7.25,,Southampton,Ireland
1308,N,3 Third,"Ware, Mr. Frederick",male,,0,0,359309,8.05,,Southampton,Canada
1309,N,3 Third,"Peter, Master. Michael J",male,,1,1,2668,22.3583,,Cherbourg,Ireland
